Transaction_ID,Date,Account,Category,Sub_Category,Description,Amount,Currency,Status,Merchant,Tax_Tag,Project,Balance
TXN-2618,2027-06-24,Credit,Business,Software,SaaS Subscription,-10.47,USD,Cleared,Merchant_26,BIZ-EXP,Project_Alpha,171742.62
TXN-2619,2027-06-24,Credit,Business,Software,SaaS Subscription,-69.86,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,171672.76
TXN-2620,2027-06-25,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_19,INC-01,Core,177172.76
TXN-2621,2027-06-25,Checking,Food,Groceries,Weekly Shop,-95.49,USD,Cleared,Merchant_11,FOOD-01,Living,177077.27
TXN-2622,2027-06-25,Checking,Lifestyle,Entertainment,Cinema/Streaming,-126.33,USD,Cleared,Merchant_45,ENT-01,Personal,176950.94
TXN-2623,2027-06-26,Credit,Travel,Uber,Airport Ride,-124.92,USD,Cleared,Merchant_14,BIZ-TRAV,Travel_Q1,176826.02
TXN-2624,2027-06-26,Credit,Dining,Restaurant,Client Lunch,-64.01,USD,Cleared,Merchant_30,BIZ-MEAL,Sales,176762.01
TXN-2625,2027-06-26,Credit,Dining,Restaurant,Client Lunch,-102.87,USD,Cleared,Merchant_43,BIZ-MEAL,Sales,176659.14
TXN-2626,2027-06-27,Credit,Dining,Restaurant,Client Lunch,-128.05,USD,Cleared,Merchant_22,BIZ-MEAL,Sales,176531.09
TXN-2627,2027-06-27,Checking,Healthcare,Pharmacy,Medical Supplies,-21.5,USD,Cleared,Merchant_27,MED-01,Wellness,176509.59
TXN-2628,2027-06-27,Checking,Business,Software,SaaS Subscription,-12.05,USD,Cleared,Merchant_19,BIZ-EXP,Project_Alpha,176497.54
TXN-2629,2027-06-28,Credit,Business,Software,SaaS Subscription,-39.51,USD,Cleared,Merchant_15,BIZ-EXP,Project_Alpha,176458.03
TXN-2630,2027-06-28,Credit,Food,Groceries,Weekly Shop,-74.47,USD,Cleared,Merchant_37,FOOD-01,Living,176383.56
TXN-2631,2027-06-28,Credit,Dining,Restaurant,Client Lunch,-149.25,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,176234.31
TXN-2632,2027-06-29,Checking,Food,Groceries,Weekly Shop,-33.5,USD,Cleared,Merchant_6,FOOD-01,Living,176200.81
TXN-2633,2027-06-29,Credit,Business,Software,SaaS Subscription,-54.75,USD,Cleared,Merchant_43,BIZ-EXP,Project_Alpha,176146.06
TXN-2634,2027-06-29,Checking,Healthcare,Pharmacy,Medical Supplies,-11.72,USD,Cleared,Merchant_4,MED-01,Wellness,176134.34
TXN-2635,2027-06-30,Credit,Food,Groceries,Weekly Shop,-32.77,USD,Cleared,Merchant_26,FOOD-01,Living,176101.57
TXN-2636,2027-06-30,Credit,Transport,Fuel,Gas Station,-141.06,USD,Cleared,Merchant_8,TRA-01,Commute,175960.51
TXN-2637,2027-06-30,Checking,Business,Software,SaaS Subscription,-133.45,USD,Cleared,Merchant_12,BIZ-EXP,Project_Alpha,175827.06
TXN-2638,2027-07-01,Credit,Travel,Uber,Airport Ride,-142.28,USD,Cleared,Merchant_19,BIZ-TRAV,Travel_Q1,175684.78
TXN-2639,2027-07-01,Credit,Lifestyle,Entertainment,Cinema/Streaming,-16.27,USD,Cleared,Merchant_4,ENT-01,Personal,175668.51
TXN-2640,2027-07-01,Checking,Food,Groceries,Weekly Shop,-61.46,USD,Cleared,Merchant_37,FOOD-01,Living,175607.05
TXN-2641,2027-07-02,Credit,Food,Groceries,Weekly Shop,-34.61,USD,Cleared,Merchant_31,FOOD-01,Living,175572.44
TXN-2642,2027-07-02,Checking,Transport,Fuel,Gas Station,-97.75,USD,Cleared,Merchant_42,TRA-01,Commute,175474.69
TXN-2643,2027-07-02,Credit,Food,Groceries,Weekly Shop,-108.44,USD,Cleared,Merchant_9,FOOD-01,Living,175366.25
TXN-2644,2027-07-03,Credit,Healthcare,Pharmacy,Medical Supplies,-89.35,USD,Cleared,Merchant_34,MED-01,Wellness,175276.90
TXN-2645,2027-07-03,Credit,Healthcare,Pharmacy,Medical Supplies,-147.88,USD,Cleared,Merchant_47,MED-01,Wellness,175129.02
TXN-2646,2027-07-03,Checking,Business,Software,SaaS Subscription,-117.03,USD,Cleared,Merchant_20,BIZ-EXP,Project_Alpha,175011.99
TXN-2647,2027-07-04,Credit,Travel,Uber,Airport Ride,-114.74,USD,Cleared,Merchant_0,BIZ-TRAV,Travel_Q1,174897.25
TXN-2648,2027-07-04,Checking,Business,Software,SaaS Subscription,-133.33,USD,Cleared,Merchant_4,BIZ-EXP,Project_Alpha,174763.92
TXN-2649,2027-07-04,Credit,Travel,Uber,Airport Ride,-100.91,USD,Cleared,Merchant_44,BIZ-TRAV,Travel_Q1,174663.01
TXN-2650,2027-07-05,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_11,INC-01,Core,180163.01
TXN-2651,2027-07-05,Credit,Food,Groceries,Weekly Shop,-139.34,USD,Cleared,Merchant_18,FOOD-01,Living,180023.67
TXN-2652,2027-07-05,Credit,Food,Groceries,Weekly Shop,-107.22,USD,Cleared,Merchant_38,FOOD-01,Living,179916.45
TXN-2653,2027-07-06,Credit,Healthcare,Pharmacy,Medical Supplies,-137.73,USD,Cleared,Merchant_9,MED-01,Wellness,179778.72
TXN-2654,2027-07-06,Credit,Business,Software,SaaS Subscription,-11.97,USD,Cleared,Merchant_9,BIZ-EXP,Project_Alpha,179766.75
TXN-2655,2027-07-06,Checking,Business,Software,SaaS Subscription,-53.3,USD,Cleared,Merchant_24,BIZ-EXP,Project_Alpha,179713.45
TXN-2656,2027-07-07,Credit,Lifestyle,Entertainment,Cinema/Streaming,-12.03,USD,Cleared,Merchant_38,ENT-01,Personal,179701.42
TXN-2657,2027-07-07,Credit,Transport,Fuel,Gas Station,-27.09,USD,Cleared,Merchant_11,TRA-01,Commute,179674.33
TXN-2658,2027-07-07,Credit,Dining,Restaurant,Client Lunch,-34.21,USD,Cleared,Merchant_31,BIZ-MEAL,Sales,179640.12
TXN-2659,2027-07-08,Checking,Business,Software,SaaS Subscription,-113.26,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,179526.86
TXN-2660,2027-07-08,Checking,Dining,Restaurant,Client Lunch,-143.04,USD,Cleared,Merchant_28,BIZ-MEAL,Sales,179383.82
TXN-2661,2027-07-08,Checking,Food,Groceries,Weekly Shop,-53.44,USD,Cleared,Merchant_41,FOOD-01,Living,179330.38
TXN-2662,2027-07-09,Credit,Dining,Restaurant,Client Lunch,-85.52,USD,Cleared,Merchant_17,BIZ-MEAL,Sales,179244.86
TXN-2663,2027-07-09,Checking,Transport,Fuel,Gas Station,-71.76,USD,Cleared,Merchant_31,TRA-01,Commute,179173.10
TXN-2664,2027-07-09,Credit,Transport,Fuel,Gas Station,-136.91,USD,Cleared,Merchant_49,TRA-01,Commute,179036.19
TXN-2665,2027-07-10,Checking,Lifestyle,Entertainment,Cinema/Streaming,-112.42,USD,Cleared,Merchant_43,ENT-01,Personal,178923.77
TXN-2666,2027-07-10,Checking,Dining,Restaurant,Client Lunch,-123.38,USD,Cleared,Merchant_28,BIZ-MEAL,Sales,178800.39
TXN-2667,2027-07-10,Credit,Lifestyle,Entertainment,Cinema/Streaming,-92.71,USD,Cleared,Merchant_48,ENT-01,Personal,178707.68
TXN-2668,2027-07-11,Credit,Food,Groceries,Weekly Shop,-121.24,USD,Cleared,Merchant_23,FOOD-01,Living,178586.44
TXN-2669,2027-07-11,Credit,Business,Software,SaaS Subscription,-35.56,USD,Cleared,Merchant_11,BIZ-EXP,Project_Alpha,178550.88
TXN-2670,2027-07-11,Checking,Food,Groceries,Weekly Shop,-69.17,USD,Cleared,Merchant_26,FOOD-01,Living,178481.71
TXN-2671,2027-07-12,Credit,Business,Software,SaaS Subscription,-80.39,USD,Cleared,Merchant_23,BIZ-EXP,Project_Alpha,178401.32
TXN-2672,2027-07-12,Checking,Dining,Restaurant,Client Lunch,-77.34,USD,Cleared,Merchant_34,BIZ-MEAL,Sales,178323.98
TXN-2673,2027-07-12,Credit,Food,Groceries,Weekly Shop,-147.78,USD,Cleared,Merchant_35,FOOD-01,Living,178176.20
TXN-2674,2027-07-13,Checking,Healthcare,Pharmacy,Medical Supplies,-33.16,USD,Cleared,Merchant_39,MED-01,Wellness,178143.04
TXN-2675,2027-07-13,Checking,Lifestyle,Entertainment,Cinema/Streaming,-112.37,USD,Cleared,Merchant_23,ENT-01,Personal,178030.67
TXN-2676,2027-07-13,Checking,Business,Software,SaaS Subscription,-112.88,USD,Cleared,Merchant_11,BIZ-EXP,Project_Alpha,177917.79
TXN-2677,2027-07-14,Credit,Business,Software,SaaS Subscription,-118.36,USD,Cleared,Merchant_20,BIZ-EXP,Project_Alpha,177799.43
TXN-2678,2027-07-14,Checking,Transport,Fuel,Gas Station,-145.31,USD,Cleared,Merchant_14,TRA-01,Commute,177654.12
TXN-2679,2027-07-14,Credit,Transport,Fuel,Gas Station,-95.45,USD,Cleared,Merchant_38,TRA-01,Commute,177558.67
TXN-2680,2027-07-15,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_46,INC-01,Core,183058.67
TXN-2681,2027-07-15,Credit,Transport,Fuel,Gas Station,-56.2,USD,Cleared,Merchant_46,TRA-01,Commute,183002.47
TXN-2682,2027-07-15,Checking,Transport,Fuel,Gas Station,-94.56,USD,Cleared,Merchant_23,TRA-01,Commute,182907.91
TXN-2683,2027-07-16,Checking,Travel,Uber,Airport Ride,-24.96,USD,Cleared,Merchant_35,BIZ-TRAV,Travel_Q1,182882.95
TXN-2684,2027-07-16,Credit,Travel,Uber,Airport Ride,-134.83,USD,Cleared,Merchant_49,BIZ-TRAV,Travel_Q1,182748.12
TXN-2685,2027-07-16,Credit,Lifestyle,Entertainment,Cinema/Streaming,-73.54,USD,Cleared,Merchant_43,ENT-01,Personal,182674.58
TXN-2686,2027-07-17,Credit,Healthcare,Pharmacy,Medical Supplies,-104.9,USD,Cleared,Merchant_14,MED-01,Wellness,182569.68
TXN-2687,2027-07-17,Checking,Travel,Uber,Airport Ride,-131.63,USD,Cleared,Merchant_37,BIZ-TRAV,Travel_Q1,182438.05
TXN-2688,2027-07-17,Credit,Food,Groceries,Weekly Shop,-111.74,USD,Cleared,Merchant_34,FOOD-01,Living,182326.31
TXN-2689,2027-07-18,Credit,Travel,Uber,Airport Ride,-80.65,USD,Cleared,Merchant_14,BIZ-TRAV,Travel_Q1,182245.66
TXN-2690,2027-07-18,Credit,Food,Groceries,Weekly Shop,-121.64,USD,Cleared,Merchant_46,FOOD-01,Living,182124.02
TXN-2691,2027-07-18,Checking,Food,Groceries,Weekly Shop,-44.61,USD,Cleared,Merchant_31,FOOD-01,Living,182079.41
TXN-2692,2027-07-19,Credit,Travel,Uber,Airport Ride,-51.63,USD,Cleared,Merchant_1,BIZ-TRAV,Travel_Q1,182027.78
TXN-2693,2027-07-19,Checking,Transport,Fuel,Gas Station,-111.69,USD,Cleared,Merchant_13,TRA-01,Commute,181916.09
TXN-2694,2027-07-19,Checking,Dining,Restaurant,Client Lunch,-74.45,USD,Cleared,Merchant_36,BIZ-MEAL,Sales,181841.64
TXN-2695,2027-07-20,Checking,Healthcare,Pharmacy,Medical Supplies,-42.13,USD,Cleared,Merchant_23,MED-01,Wellness,181799.51
TXN-2696,2027-07-20,Checking,Lifestyle,Entertainment,Cinema/Streaming,-125.22,USD,Cleared,Merchant_3,ENT-01,Personal,181674.29
TXN-2697,2027-07-20,Checking,Travel,Uber,Airport Ride,-127.29,USD,Cleared,Merchant_32,BIZ-TRAV,Travel_Q1,181547.00
TXN-2698,2027-07-21,Checking,Business,Software,SaaS Subscription,-99.05,USD,Cleared,Merchant_1,BIZ-EXP,Project_Alpha,181447.95
TXN-2699,2027-07-21,Checking,Business,Software,SaaS Subscription,-122.9,USD,Cleared,Merchant_3,BIZ-EXP,Project_Alpha,181325.05
TXN-2700,2027-07-21,Credit,Lifestyle,Entertainment,Cinema/Streaming,-80.94,USD,Cleared,Merchant_26,ENT-01,Personal,181244.11
TXN-2701,2027-07-22,Credit,Travel,Uber,Airport Ride,-138.66,USD,Cleared,Merchant_18,BIZ-TRAV,Travel_Q1,181105.45
TXN-2702,2027-07-22,Credit,Lifestyle,Entertainment,Cinema/Streaming,-46.02,USD,Cleared,Merchant_46,ENT-01,Personal,181059.43
TXN-2703,2027-07-22,Checking,Healthcare,Pharmacy,Medical Supplies,-116.21,USD,Cleared,Merchant_33,MED-01,Wellness,180943.22
TXN-2704,2027-07-23,Checking,Food,Groceries,Weekly Shop,-36.93,USD,Cleared,Merchant_18,FOOD-01,Living,180906.29
TXN-2705,2027-07-23,Checking,Lifestyle,Entertainment,Cinema/Streaming,-10.84,USD,Cleared,Merchant_26,ENT-01,Personal,180895.45
TXN-2706,2027-07-23,Credit,Food,Groceries,Weekly Shop,-98.33,USD,Cleared,Merchant_22,FOOD-01,Living,180797.12
TXN-2707,2027-07-24,Checking,Dining,Restaurant,Client Lunch,-64.05,USD,Cleared,Merchant_49,BIZ-MEAL,Sales,180733.07
TXN-2708,2027-07-24,Credit,Dining,Restaurant,Client Lunch,-110.77,USD,Cleared,Merchant_4,BIZ-MEAL,Sales,180622.30
TXN-2709,2027-07-24,Credit,Travel,Uber,Airport Ride,-119.03,USD,Cleared,Merchant_36,BIZ-TRAV,Travel_Q1,180503.27
TXN-2710,2027-07-25,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_34,INC-01,Core,186003.27
TXN-2711,2027-07-25,Checking,Dining,Restaurant,Client Lunch,-30.58,USD,Cleared,Merchant_8,BIZ-MEAL,Sales,185972.69
TXN-2712,2027-07-25,Checking,Lifestyle,Entertainment,Cinema/Streaming,-109.49,USD,Cleared,Merchant_26,ENT-01,Personal,185863.20
TXN-2713,2027-07-26,Checking,Dining,Restaurant,Client Lunch,-144.58,USD,Cleared,Merchant_13,BIZ-MEAL,Sales,185718.62
TXN-2714,2027-07-26,Checking,Healthcare,Pharmacy,Medical Supplies,-82.2,USD,Cleared,Merchant_44,MED-01,Wellness,185636.42
TXN-2715,2027-07-26,Checking,Lifestyle,Entertainment,Cinema/Streaming,-21,USD,Cleared,Merchant_17,ENT-01,Personal,185615.42
TXN-2716,2027-07-27,Credit,Lifestyle,Entertainment,Cinema/Streaming,-71.33,USD,Cleared,Merchant_6,ENT-01,Personal,185544.09
TXN-2717,2027-07-27,Credit,Business,Software,SaaS Subscription,-121.35,USD,Cleared,Merchant_44,BIZ-EXP,Project_Alpha,185422.74
TXN-2718,2027-07-27,Checking,Healthcare,Pharmacy,Medical Supplies,-108.57,USD,Cleared,Merchant_3,MED-01,Wellness,185314.17
TXN-2719,2027-07-28,Credit,Food,Groceries,Weekly Shop,-122.84,USD,Cleared,Merchant_38,FOOD-01,Living,185191.33
TXN-2720,2027-07-28,Checking,Healthcare,Pharmacy,Medical Supplies,-117.64,USD,Cleared,Merchant_26,MED-01,Wellness,185073.69
TXN-2721,2027-07-28,Credit,Food,Groceries,Weekly Shop,-108.21,USD,Cleared,Merchant_28,FOOD-01,Living,184965.48
TXN-2722,2027-07-29,Checking,Transport,Fuel,Gas Station,-16.82,USD,Cleared,Merchant_26,TRA-01,Commute,184948.66
TXN-2723,2027-07-29,Checking,Travel,Uber,Airport Ride,-72.35,USD,Cleared,Merchant_10,BIZ-TRAV,Travel_Q1,184876.31
TXN-2724,2027-07-29,Credit,Transport,Fuel,Gas Station,-86.46,USD,Cleared,Merchant_17,TRA-01,Commute,184789.85
TXN-2725,2027-07-30,Checking,Business,Software,SaaS Subscription,-147.74,USD,Cleared,Merchant_24,BIZ-EXP,Project_Alpha,184642.11
TXN-2726,2027-07-30,Credit,Lifestyle,Entertainment,Cinema/Streaming,-53.43,USD,Cleared,Merchant_26,ENT-01,Personal,184588.68
TXN-2727,2027-07-30,Credit,Lifestyle,Entertainment,Cinema/Streaming,-55.3,USD,Cleared,Merchant_13,ENT-01,Personal,184533.38
TXN-2728,2027-07-31,Credit,Lifestyle,Entertainment,Cinema/Streaming,-130.65,USD,Cleared,Merchant_9,ENT-01,Personal,184402.73
TXN-2729,2027-07-31,Credit,Dining,Restaurant,Client Lunch,-106.26,USD,Cleared,Merchant_37,BIZ-MEAL,Sales,184296.47
TXN-2730,2027-07-31,Checking,Lifestyle,Entertainment,Cinema/Streaming,-149.54,USD,Cleared,Merchant_12,ENT-01,Personal,184146.93
TXN-2731,2027-08-01,Credit,Travel,Uber,Airport Ride,-42.59,USD,Cleared,Merchant_47,BIZ-TRAV,Travel_Q1,184104.34
TXN-2732,2027-08-01,Checking,Travel,Uber,Airport Ride,-135.05,USD,Cleared,Merchant_4,BIZ-TRAV,Travel_Q1,183969.29
TXN-2733,2027-08-01,Credit,Lifestyle,Entertainment,Cinema/Streaming,-96.57,USD,Cleared,Merchant_35,ENT-01,Personal,183872.72
TXN-2734,2027-08-02,Checking,Dining,Restaurant,Client Lunch,-113.29,USD,Cleared,Merchant_46,BIZ-MEAL,Sales,183759.43
TXN-2735,2027-08-02,Checking,Food,Groceries,Weekly Shop,-68.66,USD,Cleared,Merchant_12,FOOD-01,Living,183690.77
TXN-2736,2027-08-02,Checking,Business,Software,SaaS Subscription,-80.09,USD,Cleared,Merchant_37,BIZ-EXP,Project_Alpha,183610.68
TXN-2737,2027-08-03,Credit,Dining,Restaurant,Client Lunch,-53.12,USD,Cleared,Merchant_0,BIZ-MEAL,Sales,183557.56
TXN-2738,2027-08-03,Checking,Healthcare,Pharmacy,Medical Supplies,-85.68,USD,Cleared,Merchant_11,MED-01,Wellness,183471.88
TXN-2739,2027-08-03,Credit,Lifestyle,Entertainment,Cinema/Streaming,-133.62,USD,Cleared,Merchant_37,ENT-01,Personal,183338.26
TXN-2740,2027-08-04,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_23,INC-01,Core,188838.26
TXN-2741,2027-08-04,Credit,Transport,Fuel,Gas Station,-91.97,USD,Cleared,Merchant_12,TRA-01,Commute,188746.29
TXN-2742,2027-08-04,Credit,Healthcare,Pharmacy,Medical Supplies,-125.78,USD,Cleared,Merchant_12,MED-01,Wellness,188620.51
TXN-2743,2027-08-05,Checking,Lifestyle,Entertainment,Cinema/Streaming,-116.33,USD,Cleared,Merchant_7,ENT-01,Personal,188504.18
TXN-2744,2027-08-05,Credit,Healthcare,Pharmacy,Medical Supplies,-139.64,USD,Cleared,Merchant_27,MED-01,Wellness,188364.54
TXN-2745,2027-08-05,Checking,Travel,Uber,Airport Ride,-81.4,USD,Cleared,Merchant_4,BIZ-TRAV,Travel_Q1,188283.14
TXN-2746,2027-08-06,Credit,Travel,Uber,Airport Ride,-53.37,USD,Cleared,Merchant_43,BIZ-TRAV,Travel_Q1,188229.77
TXN-2747,2027-08-06,Credit,Travel,Uber,Airport Ride,-131.96,USD,Cleared,Merchant_29,BIZ-TRAV,Travel_Q1,188097.81
TXN-2748,2027-08-06,Credit,Healthcare,Pharmacy,Medical Supplies,-98.76,USD,Cleared,Merchant_12,MED-01,Wellness,187999.05
TXN-2749,2027-08-07,Credit,Healthcare,Pharmacy,Medical Supplies,-93.24,USD,Cleared,Merchant_28,MED-01,Wellness,187905.81
TXN-2750,2027-08-07,Checking,Healthcare,Pharmacy,Medical Supplies,-20.58,USD,Cleared,Merchant_28,MED-01,Wellness,187885.23
TXN-2751,2027-08-07,Credit,Food,Groceries,Weekly Shop,-61.07,USD,Cleared,Merchant_41,FOOD-01,Living,187824.16
TXN-2752,2027-08-08,Credit,Food,Groceries,Weekly Shop,-27.04,USD,Cleared,Merchant_29,FOOD-01,Living,187797.12
TXN-2753,2027-08-08,Credit,Healthcare,Pharmacy,Medical Supplies,-22,USD,Cleared,Merchant_13,MED-01,Wellness,187775.12
TXN-2754,2027-08-08,Checking,Transport,Fuel,Gas Station,-140.06,USD,Cleared,Merchant_17,TRA-01,Commute,187635.06
TXN-2755,2027-08-09,Checking,Travel,Uber,Airport Ride,-38.9,USD,Cleared,Merchant_18,BIZ-TRAV,Travel_Q1,187596.16
TXN-2756,2027-08-09,Credit,Food,Groceries,Weekly Shop,-125.02,USD,Cleared,Merchant_29,FOOD-01,Living,187471.14
TXN-2757,2027-08-09,Credit,Food,Groceries,Weekly Shop,-143.65,USD,Cleared,Merchant_48,FOOD-01,Living,187327.49
TXN-2758,2027-08-10,Checking,Transport,Fuel,Gas Station,-54.05,USD,Cleared,Merchant_11,TRA-01,Commute,187273.44
TXN-2759,2027-08-10,Checking,Healthcare,Pharmacy,Medical Supplies,-100.72,USD,Cleared,Merchant_30,MED-01,Wellness,187172.72
TXN-2760,2027-08-10,Credit,Business,Software,SaaS Subscription,-113.56,USD,Cleared,Merchant_12,BIZ-EXP,Project_Alpha,187059.16
TXN-2761,2027-08-11,Credit,Transport,Fuel,Gas Station,-38.91,USD,Cleared,Merchant_35,TRA-01,Commute,187020.25
TXN-2762,2027-08-11,Checking,Transport,Fuel,Gas Station,-146.61,USD,Cleared,Merchant_23,TRA-01,Commute,186873.64
TXN-2763,2027-08-11,Checking,Business,Software,SaaS Subscription,-40.96,USD,Cleared,Merchant_36,BIZ-EXP,Project_Alpha,186832.68
TXN-2764,2027-08-12,Credit,Dining,Restaurant,Client Lunch,-124.97,USD,Cleared,Merchant_41,BIZ-MEAL,Sales,186707.71
TXN-2765,2027-08-12,Checking,Lifestyle,Entertainment,Cinema/Streaming,-68.34,USD,Cleared,Merchant_0,ENT-01,Personal,186639.37
TXN-2766,2027-08-12,Credit,Lifestyle,Entertainment,Cinema/Streaming,-16.2,USD,Cleared,Merchant_38,ENT-01,Personal,186623.17
TXN-2767,2027-08-13,Credit,Food,Groceries,Weekly Shop,-25.47,USD,Cleared,Merchant_49,FOOD-01,Living,186597.70
TXN-2768,2027-08-13,Credit,Business,Software,SaaS Subscription,-87.84,USD,Cleared,Merchant_13,BIZ-EXP,Project_Alpha,186509.86
TXN-2769,2027-08-13,Credit,Travel,Uber,Airport Ride,-63.42,USD,Cleared,Merchant_4,BIZ-TRAV,Travel_Q1,186446.44
TXN-2770,2027-08-14,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_25,INC-01,Core,191946.44
TXN-2771,2027-08-14,Checking,Lifestyle,Entertainment,Cinema/Streaming,-105.27,USD,Cleared,Merchant_10,ENT-01,Personal,191841.17
TXN-2772,2027-08-14,Checking,Transport,Fuel,Gas Station,-19.39,USD,Cleared,Merchant_1,TRA-01,Commute,191821.78
TXN-2773,2027-08-15,Checking,Food,Groceries,Weekly Shop,-25.35,USD,Cleared,Merchant_29,FOOD-01,Living,191796.43
TXN-2774,2027-08-15,Credit,Travel,Uber,Airport Ride,-76.29,USD,Cleared,Merchant_36,BIZ-TRAV,Travel_Q1,191720.14
TXN-2775,2027-08-15,Credit,Dining,Restaurant,Client Lunch,-107.85,USD,Cleared,Merchant_30,BIZ-MEAL,Sales,191612.29
TXN-2776,2027-08-16,Credit,Dining,Restaurant,Client Lunch,-47.15,USD,Cleared,Merchant_10,BIZ-MEAL,Sales,191565.14
TXN-2777,2027-08-16,Credit,Lifestyle,Entertainment,Cinema/Streaming,-32.69,USD,Cleared,Merchant_2,ENT-01,Personal,191532.45
TXN-2778,2027-08-16,Credit,Business,Software,SaaS Subscription,-98.6,USD,Cleared,Merchant_48,BIZ-EXP,Project_Alpha,191433.85
TXN-2779,2027-08-17,Credit,Food,Groceries,Weekly Shop,-94.56,USD,Cleared,Merchant_37,FOOD-01,Living,191339.29
TXN-2780,2027-08-17,Checking,Travel,Uber,Airport Ride,-109.78,USD,Cleared,Merchant_33,BIZ-TRAV,Travel_Q1,191229.51
TXN-2781,2027-08-17,Credit,Transport,Fuel,Gas Station,-62.3,USD,Cleared,Merchant_12,TRA-01,Commute,191167.21
TXN-2782,2027-08-18,Checking,Food,Groceries,Weekly Shop,-29.86,USD,Cleared,Merchant_49,FOOD-01,Living,191137.35
TXN-2783,2027-08-18,Checking,Dining,Restaurant,Client Lunch,-121.5,USD,Cleared,Merchant_34,BIZ-MEAL,Sales,191015.85
TXN-2784,2027-08-18,Credit,Lifestyle,Entertainment,Cinema/Streaming,-109.5,USD,Cleared,Merchant_5,ENT-01,Personal,190906.35
TXN-2785,2027-08-19,Credit,Dining,Restaurant,Client Lunch,-104.63,USD,Cleared,Merchant_8,BIZ-MEAL,Sales,190801.72
TXN-2786,2027-08-19,Checking,Travel,Uber,Airport Ride,-97.85,USD,Cleared,Merchant_26,BIZ-TRAV,Travel_Q1,190703.87
TXN-2787,2027-08-19,Credit,Healthcare,Pharmacy,Medical Supplies,-63.18,USD,Cleared,Merchant_4,MED-01,Wellness,190640.69
TXN-2788,2027-08-20,Credit,Food,Groceries,Weekly Shop,-121.56,USD,Cleared,Merchant_27,FOOD-01,Living,190519.13
TXN-2789,2027-08-20,Checking,Healthcare,Pharmacy,Medical Supplies,-140.85,USD,Cleared,Merchant_23,MED-01,Wellness,190378.28
TXN-2790,2027-08-20,Checking,Transport,Fuel,Gas Station,-40.81,USD,Cleared,Merchant_30,TRA-01,Commute,190337.47
TXN-2791,2027-08-21,Credit,Business,Software,SaaS Subscription,-41.49,USD,Cleared,Merchant_1,BIZ-EXP,Project_Alpha,190295.98
TXN-2792,2027-08-21,Credit,Transport,Fuel,Gas Station,-113.09,USD,Cleared,Merchant_44,TRA-01,Commute,190182.89
TXN-2793,2027-08-21,Credit,Healthcare,Pharmacy,Medical Supplies,-100.29,USD,Cleared,Merchant_33,MED-01,Wellness,190082.60
TXN-2794,2027-08-22,Checking,Food,Groceries,Weekly Shop,-122.56,USD,Cleared,Merchant_9,FOOD-01,Living,189960.04
TXN-2795,2027-08-22,Checking,Dining,Restaurant,Client Lunch,-108.78,USD,Cleared,Merchant_16,BIZ-MEAL,Sales,189851.26
TXN-2796,2027-08-22,Credit,Healthcare,Pharmacy,Medical Supplies,-147.55,USD,Cleared,Merchant_10,MED-01,Wellness,189703.71
TXN-2797,2027-08-23,Credit,Healthcare,Pharmacy,Medical Supplies,-63.51,USD,Cleared,Merchant_33,MED-01,Wellness,189640.20
TXN-2798,2027-08-23,Checking,Transport,Fuel,Gas Station,-132.08,USD,Cleared,Merchant_19,TRA-01,Commute,189508.12
TXN-2799,2027-08-23,Checking,Lifestyle,Entertainment,Cinema/Streaming,-95.77,USD,Cleared,Merchant_4,ENT-01,Personal,189412.35
TXN-2800,2027-08-24,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_22,INC-01,Core,194912.35
TXN-2801,2027-08-24,Credit,Dining,Restaurant,Client Lunch,-132.65,USD,Cleared,Merchant_40,BIZ-MEAL,Sales,194779.70
TXN-2802,2027-08-24,Checking,Travel,Uber,Airport Ride,-145.73,USD,Cleared,Merchant_4,BIZ-TRAV,Travel_Q1,194633.97
TXN-2803,2027-08-25,Credit,Travel,Uber,Airport Ride,-115.56,USD,Cleared,Merchant_8,BIZ-TRAV,Travel_Q1,194518.41
TXN-2804,2027-08-25,Checking,Food,Groceries,Weekly Shop,-35.82,USD,Cleared,Merchant_23,FOOD-01,Living,194482.59
TXN-2805,2027-08-25,Credit,Dining,Restaurant,Client Lunch,-97.84,USD,Cleared,Merchant_25,BIZ-MEAL,Sales,194384.75
TXN-2806,2027-08-26,Credit,Business,Software,SaaS Subscription,-28.24,USD,Cleared,Merchant_46,BIZ-EXP,Project_Alpha,194356.51
TXN-2807,2027-08-26,Checking,Lifestyle,Entertainment,Cinema/Streaming,-26.04,USD,Cleared,Merchant_15,ENT-01,Personal,194330.47
TXN-2808,2027-08-26,Credit,Transport,Fuel,Gas Station,-11.03,USD,Cleared,Merchant_18,TRA-01,Commute,194319.44
